location,meal_section,category,item_name,serving_size,Total Fat,Protein,Total Carbohydrate,Total Sugars,Total Sodium,Calories
Gothic Grill,Any,Small Plates,Bavarian Pretzel,Portion,10g,24g,132g,0g,1320mg,714
Gothic Grill,Any,Small Plates,Tortilla Chips with Guacamole,10 oz Portion,34g,14g,99g,5g,430mg,758
Gothic Grill,Any,Small Plates,Chicken Wings,6 Pc Portion,89g,61g,0g,0g,250mg,1045
Gothic Grill,Any,Soups and Salads,Caprese Salad,Salad,38g,26g,29g,12g,820mg,562
Gothic Grill,Any,Soups and Salads,Grilled Chicken Salad,Salad,16g,57g,14g,7g,1570mg,428
Gothic Grill,Any,Soups and Salads,Crispy Buffalo Chicken Salad,Salad,39g,27g,41g,34g,1570mg,623
Gothic Grill,Any,Soups and Salads,Crispy Chicken Caesar Salad,Salad,95g,53g,53g,28g,3030mg,1279
Gothic Grill,Any,Soups and Salads,Broccoli and Cheese Soup,8 oz Portion,13g,7g,15g,7g,670mg,205
Gothic Grill,Any,Soups and Salads,Chicken and Noodle Soup,Cup Portion,2.5g,4g,11g,3g,730mg,82
Gothic Grill,Any,Soups and Salads,Vegan Vegetable Soup,8 oz Portion,1g,26g,12g,6g,730mg,161
Gothic Grill,Any,Sandwiches,BLT-A Sandwich,Sandwich,21g,17g,7g,3g,770mg,285
Gothic Grill,Any,Sandwiches,Vegetable Cheesesteak,Sandwich,29g,3g,23g,5g,540mg,365
Gothic Grill,Any,Sandwiches,Calabash Fish Sandwich,Sandwich,49g,15g,34g,2g,930mg,637
Gothic Grill,Any,Sandwiches,Chicken and Fresh Mozzarella Sandwich,Sandwich,24g,72g,55g,3g,1030mg,724
Gothic Grill,Any,Sandwiches,Chicken Parmesan Sandwich,Sandwich,21g,68g,8g,3g,1720mg,493
Gothic Grill,Any,Sandwiches,Chicken Philly Sandwich,Sandwich,16g,46g,3g,1g,1020mg,340
Gothic Grill,Any,Sandwiches,Chicken Salad Sandwich,Sandwich,13g,19g,7g,4g,190mg,221
Gothic Grill,Any,Sandwiches,Turkey with Smoked Gouda,Sandwich,39g,43g,5g,5g,2340mg,543
Gothic Grill,Any,Sandwiches,Philly Cheesesteak Sandwich,Sandwich,18g,29g,4g,2g,1110mg,294
Gothic Grill,Any,Sandwiches,Southern Fried Chicken Sandwich,Sandwich,27g,34g,8g,1g,730mg,411
Gothic Grill,Any,Sandwiches,Sweet Thai Chili Chicken Sandwich,Sandwich,587g,682g,3801g,2667g,192770mg,23215
Gothic Grill,Any,Sandwiches,Teriyaki Chicken Sandwich,Sandwich,8g,51g,21g,17g,12760mg,360
Gothic Grill,Any,Sandwich Adds,Avocado,4 Avocado Portion,0g,0g,0g,0g,0mg,0
Gothic Grill,Any,Sandwich Adds,Fried Egg,Egg,8g,7g,0g,0g,110mg,100
Gothic Grill,Any,Sandwich Adds,Sauteed Mushroom,1.2 oz Portion,0g,1g,1g,0g,5mg,8
Gothic Grill,Any,Wraps,Buffalo Cauliflower Wrap,Wrap,70g,14g,85g,7g,3140mg,1026
Gothic Grill,Any,Wraps,Buffalo Chicken Wrap,Wrap,38g,39g,72g,22g,2960mg,786
Gothic Grill,Any,Wraps,Buffalo Shrimp Wrap,Wrap,41g,29g,69g,3g,2490mg,761
Gothic Grill,Any,Wraps,Chicken Caesar Wrap,Wrap,45g,66g,54g,4g,1670mg,885
Gothic Grill,Any,Wraps,Turkey Club Wrap,Wrap,24g,40g,63g,9g,2420mg,628
Gothic Grill,Any,Burgers,Cali Smash Burger,Sandwich,43g,46g,54g,6g,2820mg,787
Gothic Grill,Any,Burgers,Duke Bleu Cheese Burger,Sandwich,71g,71g,44g,7g,3630mg,1099
Gothic Grill,Any,Burgers,Gothic Burger,Sandwich,82g,62g,48g,15g,3820mg,1178
Gothic Grill,Any,Burgers,NC Burger,Sandwich,65g,64g,44g,14g,3390mg,1017
Gothic Grill,Any,Burgers,Double Patty Melt Sandwich,Sandwich,54g,63g,5g,1g,2540mg,758
Gothic Grill,Any,Pizzas,Barbecue Chicken Pizza,Pizza,44g,79g,112g,14g,2800mg,1160
Gothic Grill,Any,Pizzas,Cali Pizza,Pizza,59g,77g,92g,5g,2270mg,1207
Gothic Grill,Any,Pizzas,Island Pizza,Pizza,55g,78g,107g,21g,3790mg,1235
Gothic Grill,Any,Pizzas,Meateater Pizza,Pizza,80g,86g,95g,12g,4190mg,1444
Gothic Grill,Any,Pizzas,Veg Pizza,Pizza,38g,22g,121g,13g,2330mg,914
Gothic Grill,Any,Sides,House Made Chips,8 oz Portion,42g,5g,49g,2g,530mg,594
Gothic Grill,Any,Sides,Coleslaw,5 oz Portion,11g,1g,24g,21g,300mg,199
Gothic Grill,Any,Sides,Fresh Cut Fries,4 oz Portion,21g,1g,15g,1g,210mg,253
Gothic Grill,Any,Sides,Tortilla Chips,3 oz Portion,10g,5g,44g,3g,30mg,286
Gothic Grill,Any,Ice Cream Cone (Choose 1),Cake Cone,Cone,0g,0g,4g,0g,5mg,16
Gothic Grill,Any,Ice Cream Cone (Choose 1),Waffle Cone,Cone,0g,2g,22g,7g,50mg,96
Gothic Grill,Any,Ice Cream,Chocolate Cookie Dough Ice Cream,Scoop,16g,2g,23g,21g,135mg,244
Gothic Grill,Any,Ice Cream,Chocolate Ice Cream,Scoop,24g,10g,45g,23g,150mg,436
Gothic Grill,Any,Ice Cream,Coffee Ice Cream,Scoop,16g,2g,20g,19g,120mg,232
Gothic Grill,Any,Ice Cream,Cookies and Cream Ice Cream,Scoop,16g,2g,21g,20g,115mg,236
Gothic Grill,Any,Ice Cream,Devil's Delight Ice Cream,Scoop,17g,3g,23g,22g,120mg,257
Gothic Grill,Any,Ice Cream,Mint Chocolate Chip Ice Cream,Scoop,16g,2g,21g,20g,120mg,236
Gothic Grill,Any,Ice Cream,Strawberry Ice Cream,Scoop,14g,2g,18g,18g,115mg,206
Gothic Grill,Any,Ice Cream,Vanilla Ice Cream,Scoop,24g,3g,29g,29g,180mg,344
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Bacon Egg and Cheese Bagel,Sandwich,25g,29g,57g,1g,1170mg,569
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Breakfast Potato Bowl,Bowl,51g,42g,41g,2g,1590mg,791
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Breakfast Potatoes,4 oz Portion,5g,3g,28g,0g,520mg,169
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Egg and Cheese Sandwich,Sandwich,17g,17g,33g,5g,540mg,353
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Southwest Wrap,Wrap,40g,36g,62g,5g,1250mg,752
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Turkey Sausage Egg Bagel,Sandwich,17g,24g,56g,1g,970mg,473
The Devils Krafthouse,Any,Available 11:00 AM-2:00 PM,Vegetable Goat Cheese Bowl,Bowl,38g,36g,53g,7g,1090mg,698
The Devils Krafthouse,Any,Small Plates,Barbecue Ranch Fries,Portion,95g,38g,50g,15g,2810mg,1207
The Devils Krafthouse,Any,Small Plates,Battered Onion Rings,5 oz Portion,32g,6g,53g,7g,780mg,524
The Devils Krafthouse,Any,Small Plates,Buffalo Ranch Chicken Fries,Portion,103g,43g,61g,29g,2810mg,1343
The Devils Krafthouse,Any,Small Plates,Cheese Curds,5 oz Portion,47g,28g,20g,0g,980mg,615
The Devils Krafthouse,Any,Small Plates,Hummus Plate,Plate,15g,6g,36g,19g,1890mg,303
The Devils Krafthouse,Any,Small Plates,Loaded Chips,10 oz Portion,61g,29g,32g,4g,1530mg,793
The Devils Krafthouse,Any,Small Plates,Loaded Fries,13 oz Portion,66g,29g,30g,4g,1310mg,830
The Devils Krafthouse,Any,Small Plates,Loaded Sweet Potato Tots,12 oz Portion,52g,28g,46g,17g,1370mg,764
The Devils Krafthouse,Any,Small Plates,Nachos,Plate,31g,20g,85g,11g,1690mg,699
The Devils Krafthouse,Any,Small Plates,Vegan Crispy Garden Tenders,7 oz Portion,32g,28g,28g,0g,710mg,512
The Devils Krafthouse,Any,Small Plates,Fried Pickle Fries,6.9 oz Portion,40g,4g,48g,2g,1510mg,568
The Devils Krafthouse,Any,Small Plates,Southwest Breakfast Bowl,Bowl,58g,51g,48g,4g,2610mg,918
The Devils Krafthouse,Any,Small Plates,Beer Battered Cod,2 Pc Portion,44g,18g,30g,0g,930mg,588
The Devils Krafthouse,Any,Salads,Arugula Chicken and Goat Cheese Salad,Salad,18g,58g,16g,8g,580mg,458
The Devils Krafthouse,Any,Salads,Buffalo Bacon Ranch Bowl,Bowl,60g,49g,36g,4g,2760mg,880
The Devils Krafthouse,Any,Salads,Caribbean Fish Salad,Salad,12g,37g,56g,4g,340mg,480
The Devils Krafthouse,Any,Salads,Flank Steak Salad,Salad,32g,46g,23g,6g,2100mg,564
The Devils Krafthouse,Any,Salads,Fried Chicken Salad,Salad,26g,28g,41g,7g,1500mg,510
The Devils Krafthouse,Any,Salads,Ginger Salmon Salad,Salad,36g,41g,36g,11g,1660mg,632
The Devils Krafthouse,Any,Salads,Mixed Arugula Salad,Salad,33g,2g,22g,13g,120mg,393
The Devils Krafthouse,Any,Salads,Southwest Chicken Cobb Salad,Salad,36g,66g,39g,10g,1140mg,744
The Devils Krafthouse,Any,Salad Dressings,Balsamic Vinaigrette Dressing,2 oz Portion,33g,0g,5g,4g,40mg,317
The Devils Krafthouse,Any,Salad Dressings,Buttermilk Ranch Dressing,2 oz Portion,21g,1g,3g,2g,430mg,205
The Devils Krafthouse,Any,Salad Dressings,Cilantro Citrus Vinaigrette,2 oz Portion,31g,0g,8g,6g,100mg,311
The Devils Krafthouse,Any,Salad Dressings,Honey Mustard Sauce,2 oz Portion,4.5g,0g,11g,11g,980mg,84
The Devils Krafthouse,Any,Handhelds,Avocado Toast Plate,Plate,35g,34g,9g,6g,400mg,487
The Devils Krafthouse,Any,Handhelds,BBQ Chicken Sandwich,Sandwich,12g,52g,15g,9g,540mg,376
The Devils Krafthouse,Any,Handhelds,Buffalo Tender Sandwich,Sandwich,33g,24g,23g,2g,1620mg,485
The Devils Krafthouse,Any,Handhelds,Flame Grilled Chicken,Sandwich,14g,54g,4g,1g,170mg,358
The Devils Krafthouse,Any,Handhelds,Flank Steak French Dip,Sandwich,48g,54g,7g,2g,950mg,676
The Devils Krafthouse,Any,Handhelds,Griled Mahi Mahi Wrap,Wrap,38g,35g,31g,3g,680mg,606
The Devils Krafthouse,Any,Handhelds,Grilled Cheese,Sandwich,25g,15g,0g,0g,500mg,285
The Devils Krafthouse,Any,Handhelds,Jack Fruit BBQ,Sandwich,1g,6g,24g,0g,60mg,129
The Devils Krafthouse,Any,Handhelds,Pastrami Reuben,Sandwich,72g,50g,12g,2g,2410mg,896
The Devils Krafthouse,Any,Handhelds,Turkey and Havarti,Sandwich,35g,33g,15g,10g,1070mg,507
The Devils Krafthouse,Any,Handhelds,Vegan Grilled Cheese Sandwich,Sandwich,18g,0g,15g,0g,580mg,222
The Devils Krafthouse,Any,Handhelds,Salmon Ginger Wrap,Wrap,35g,25g,49g,41g,1470mg,611
The Devils Krafthouse,Any,Handhelds,Philly Steak Wrap,Wrap,42g,37g,14g,6g,480mg,582
The Devils Krafthouse,Any,Burgers,BBQ Bacon Burger,Sandwich,50g,57g,31g,3g,1020mg,802
The Devils Krafthouse,Any,Burgers,Brecky Burger,Sandwich,55g,64g,2g,0g,1030mg,759
The Devils Krafthouse,Any,Burgers,Brie and Bacon Jam Burger,Sandwich,47g,54g,20g,17g,750mg,719
The Devils Krafthouse,Any,Burgers,Diablo Burger,Sandwich,41g,54g,5g,1g,850mg,605
The Devils Krafthouse,Any,Burgers,Dilly Burger,Burger,52g,52g,9g,1g,1040mg,712
The Devils Krafthouse,Any,Burgers,Impossible Burger,Burger,17g,17g,15g,2g,500mg,281
The Devils Krafthouse,Any,Burgers,Krafthouse Burger,Sandwich,56g,54g,4g,2g,630mg,736
The Devils Krafthouse,Any,Burgers,Loaded Pastrami Burger,Sandwich,73g,87g,15g,0g,1460mg,1065
The Devils Krafthouse,Any,Burgers,Mushroom Swiss Burger,Sandwich,38g,55g,9g,4g,380mg,598
The Devils Krafthouse,Any,Burgers,Queso Burger,Sandwich,40g,51g,15g,4g,880mg,624
The Devils Krafthouse,Any,Sides,Mixed Fruit Cup,12 oz Portion,0g,3g,40g,35g,35mg,172
The Devils Krafthouse,Any,Sides,Mixed Green Salad,Salad,0g,3g,15g,10g,60mg,72
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Cappuccino Chip Shake,Shake,23g,12g,93g,82g,290mg,627
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Cappuccino Shake,Shake,16g,11g,82g,73g,290mg,516
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Chocolate Chip Shake,Shake,26g,15g,87g,76g,350mg,642
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Chocolate Oreo Shake,Shake,21g,14g,122g,100g,400mg,733
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Chocolate Shake,Shake,17g,14g,108g,93g,330mg,641
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Mint Chocolate Chip Shake,Shake,23g,12g,89g,79g,290mg,611
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Mint Oreo Shake,Shake,21g,12g,97g,81g,380mg,625
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Mint Shake,Shake,16g,11g,78g,71g,290mg,500
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Mocha Shake,Shake,16g,13g,118g,103g,310mg,668
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Oreo Shake,Shake,21g,12g,81g,66g,380mg,561
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Strawberry Chip Shake,Shake,23g,13g,94g,83g,290mg,635
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Strawberry Shake,Shake,16g,12g,83g,74g,290mg,524
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Vanilla Shake,Shake,18g,12g,70g,61g,320mg,490
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Grilled Chicken Nuggets,4 oz Portion,3g,23g,3g,20g,810mg,131
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Spaghetti Squash Primavera,Bowl,27g,13g,80g,33g,3420mg,615
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Hot Honey Chicken Tenders,9.4 oz Portion,65g,32g,76g,6g,40mg,1017
It's Thyme,Dinner,Made To Order Chickpea Falafel Wrap and Taco Thyme Tortilla,Chickpea Tortilla,2 Tortilla Taco Portion,4.5g,9g,21g,7g,380mg,160
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Caribbean Jerk Chicken,4.22 oz Portion,3g,23g,5g,3g,790mg,139
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Shredded Beef,4 oz Portion,16g,17g,4g,1g,500mg,228
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Sweet Potatoes,6 oz Portion,4.5g,3g,34g,11g,150mg,188
It's Thyme,Dinner,Dinner Thyme Sides,Barbecue Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2410mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Citrus Za-atar Crunch Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2450mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Grilled Cinnamon Pineapple,3.15 Portion,1g,1g,21g,19g,35mg,97
It's Thyme,Dinner,Dinner Thyme Sides,Smoky Chili Lime Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2440mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Sweet Potato Chips,2.42 oz Portion,10g,1g,11g,4g,160mg,138
It's Thyme,Any,It's Thyme For A Dole Whip,Cherry (Contains Coconut),7.5 oz Portion,0g,0g,12g,11g,0mg,48
It's Thyme,Any,It's Thyme For A Dole Whip,Lemon (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Lime (Contains Coconut),7.5 oz Portion,0g,0g,0g,11g,0mg,0
It's Thyme,Any,It's Thyme For A Dole Whip,Mango (Contains Coconut),7.5 oz Portion,1g,0g,49g,47g,20mg,205
It's Thyme,Any,It's Thyme For A Dole Whip,Orange (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Pineapple (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Pomegranate (Contains Coconut),7.5 oz Portion,1g,0g,46g,44g,20mg,193
It's Thyme,Any,It's Thyme For A Dole Whip,Raspberry (Contains Coconut),7.5 oz Portion,1g,0g,48g,47g,10mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Strawberry (Contains Coconut),7.5 oz Portion,1g,0g,49g,47g,50mg,205
It's Thyme,Any,It's Thyme For A Dole Whip,Watermelon (Contains Coconut),7.5 oz Portion,1g,0g,51g,47g,0mg,213
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Biscuits and Sandwiches,Egg and Cheese Waffle Smash,Sandwich,25g,17g,24g,2g,570mg,389
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Biscuits and Sandwiches,Homemade Biscuit,Biscuit,10g,3g,26g,1g,490mg,206
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Fruit Medley,6 oz Portion,0g,1g,16g,13g,20mg,68
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Grits,4 oz Portion,1.5g,1g,10g,0g,105mg,58
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Scrambled Eggs,4.4 oz Portion,14g,11g,2g,1g,150mg,178
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Sweet Potato Hash,4 oz Portion,1g,2g,26g,3g,300mg,121
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Toast,Slice,1g,3g,16g,1g,160mg,85
Zweli's Caf at Duke Divinity,Breakfast,Breakfast Sides,Vegan Oatmeal,4 oz Portion,4g,12g,47g,4g,50mg,272
Zweli's Caf at Duke Divinity,Lunch,Panini Lunch Sandwiches,Buffalo Chicken Panini,Sandwich,13g,37g,38g,6g,1780mg,417
Zweli's Caf at Duke Divinity,Lunch,Panini Lunch Sandwiches,Garden Veggie Panini,Sandwich,9g,6g,44g,4g,1580mg,281
Zweli's Caf at Duke Divinity,Lunch,Panini Lunch Sandwiches,Turkey Avocado Panini,Sandwich,41g,49g,42g,2g,2580mg,733
Zweli's Caf at Duke Divinity,Lunch,Lunch Entrees,Curry Chicken,6 oz Portion,13g,16g,17g,6g,300mg,249
Zweli's Caf at Duke Divinity,Lunch,Lunch Entrees,Grilled Portabella Mushroom,Portion,3g,6g,9g,5g,60mg,87
Zweli's Caf at Duke Divinity,Lunch,Lunch Entrees,Honey Glazed Pork Chop,Pork Chop,33g,36g,97g,90g,1800mg,829
Zweli's Caf at Duke Divinity,Lunch,Lunch Entrees,Nyama Zimbabwean Beef Stew,7.1 oz Portion,14g,24g,6g,3g,630mg,246
Zweli's Caf at Duke Divinity,Lunch,Lunch Entrees,Piri Piri Grilled Chicken Breast,Portion,2g,43g,4g,6g,2220mg,206
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Chakalaka,6 oz Portion,3.5g,6g,33g,9g,230mg,188
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Garlic Mashed Potatoes,5 oz Portion,6g,3g,25g,2g,1250mg,166
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Green Beans and Potatoes,3 oz Portion,5g,2g,9g,2g,340mg,89
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Honey Glazed Carrots,5 oz Portion,8g,3g,22g,16g,240mg,172
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Jollof Rice,4 oz Portion,1g,3g,25g,7g,210mg,121
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Sadza,4 oz Portion,0g,5g,58g,0g,25mg,252
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Sauteed Curry Cabbage,6 oz Portion,2g,2g,10g,5g,95mg,66
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Soft Roll,Batch,145g,168g,920g,539g,11880mg,5657
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Zimbabwean Collards,2.6 oz Portion,5g,1g,3g,7g,310mg,61
Zweli's Caf at Duke Divinity,Lunch,Lunch Sides,Gala Apple,Apple,0g,3g,20g,15g,0mg,92
